"taskId","sampleId","displayOrder","placeboOrder","placeboStepIndex","placeboStepTokens","targetStepIndex","targetStepTokens","lengthRatio","rating","position","stepTypeLabel","placeboCorrect","finalAnswer","groundTruthAnswer","generatorStatus","visibleOutputTokens","judgeReason","judgeModel"
"prm-6a6a0bdb19ba41d4|placebo1|step12","prm-6a6a0bdb19ba41d4","45","1","12","16","14","19","0.842105","0","late","redundant","True","3","3","completed","94","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-6a6a0bdb19ba41d4|placebo2|step5","prm-6a6a0bdb19ba41d4","45","2","5","19","14","19","1","0","late","redundant","True","3","3","completed","74","The candidate answer 3 is mathematically equivalent to the reference answer 3.","qwen/qwen3-8b"
"prm-6a6a0bdb19ba41d4|placebo3|step7","prm-6a6a0bdb19ba41d4","45","3","7","18","14","19","0.947368","0","late","redundant","True","3","3","completed","75","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-60717bf0ef4716f2|placebo1|step18","prm-60717bf0ef4716f2","47","1","18","26","16","30","0.866667","0","late","redundant","True","\boxed{\dfrac{1}{3}}","\frac{1}{3}","completed","227","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-60717bf0ef4716f2|placebo2|step1","prm-60717bf0ef4716f2","47","2","1","29","16","30","0.966667","0","late","redundant","False","\boxed{\frac{2}{5}}","\frac{1}{3}","completed","171","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-60717bf0ef4716f2|placebo3|step12","prm-60717bf0ef4716f2","47","3","12","26","16","30","0.866667","0","late","redundant","True","\boxed{\dfrac{1}{3}}","\frac{1}{3}","completed","204","The candidate answer $\boxed{\dfrac{1}{3}}$ is mathematically equivalent to the reference answer $\frac{1}{3}$.","qwen/qwen3-8b"
"prm-60717bf0ef4716f2|placebo4|step8","prm-60717bf0ef4716f2","47","4","8","26","16","30","0.866667","0","late","redundant","False","\boxed{\dfrac{1}{3}}","\frac{1}{3}","completed","313","The candidate answer includes a box around the fraction, which is not present in the reference answer.","qwen/qwen3-8b"
"prm-d018213d57c7afde|placebo1|step0","prm-d018213d57c7afde","48","1","0","26","5","24","1.083333","1","middle","redundant","True","\boxed{\dfrac{13}{18}}","\frac{13}{18}","completed","276","The candidate answer \boxed{\dfrac{13}{18}} is mathematically equivalent to the reference answer \frac{13}{18}.","qwen/qwen3-8b"
"prm-d018213d57c7afde|placebo2|step3","prm-d018213d57c7afde","48","2","3","25","5","24","1.041667","1","middle","redundant","True","13/18","\frac{13}{18}","completed","153","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-d018213d57c7afde|placebo3|step4","prm-d018213d57c7afde","48","3","4","24","5","24","1","1","middle","redundant","True","13/18","\frac{13}{18}","completed","126","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-d018213d57c7afde|placebo4|step1","prm-d018213d57c7afde","48","4","1","20","5","24","0.833333","1","middle","redundant","True","\boxed{\dfrac{13}{18}}","\frac{13}{18}","completed","239","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-4fe0f9ece87f57df|placebo1|step17","prm-4fe0f9ece87f57df","49","1","17","19","4","23","0.826087","1","early","redundant","False","","-1","logical_break","168","No candidate final answer was produced.","rule:no-answer"
"prm-4fe0f9ece87f57df|placebo2|step8","prm-4fe0f9ece87f57df","49","2","8","21","4","23","0.913043","1","early","redundant","False","","-1","logical_break","747","No candidate final answer was produced.","rule:no-answer"
"prm-4fe0f9ece87f57df|placebo3|step5","prm-4fe0f9ece87f57df","49","3","5","20","4","23","0.869565","1","early","redundant","True","-1","-1","completed","407","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-4fe0f9ece87f57df|placebo4|step19","prm-4fe0f9ece87f57df","49","4","19","25","4","23","1.086957","1","early","redundant","False","6","-1","completed","105","The candidate answer is incorrect; the correct value is -1.","qwen/qwen3-8b"
"prm-26cc0e5d412214d1|placebo1|step1","prm-26cc0e5d412214d1","50","1","1","41","14","35","1.171429","1","late","essential","False","256","16","completed","313","The candidate answer is incorrect. The correct value of \[|(1-i)^8|\] is 16, not 256.","qwen/qwen3-8b"
"prm-26cc0e5d412214d1|placebo2|step16","prm-26cc0e5d412214d1","50","2","16","30","14","35","0.857143","1","late","essential","True","16","16","completed","74","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-26cc0e5d412214d1|placebo3|step12","prm-26cc0e5d412214d1","50","3","12","40","14","35","1.142857","1","late","essential","True","16","16","completed","241","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-26cc0e5d412214d1|placebo4|step8","prm-26cc0e5d412214d1","50","4","8","28","14","35","0.8","1","late","essential","True","16","16","completed","251","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-23547b2809b8fcf4|placebo1|step2","prm-23547b2809b8fcf4","52","1","2","50","3","53","0.943396","-1","middle","harmful","False","The hallway is 100 meters long.","10","completed","169","The reference answer is 10, but the candidate answer is 100.","qwen/qwen3-8b"
"prm-76b2b2177dea50be|placebo1|step13","prm-76b2b2177dea50be","53","1","13","29","11","31","0.935484","1","late","essential","False","\boxed{\sqrt{1023}}","16 \sqrt{3}","completed","140","The candidate answer does not match the reference answer.","qwen/qwen3-8b"
"prm-76b2b2177dea50be|placebo2|step8","prm-76b2b2177dea50be","53","2","8","33","11","31","1.064516","1","late","essential","True","16\sqrt{3}","16 \sqrt{3}","completed","500","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-76b2b2177dea50be|placebo3|step10","prm-76b2b2177dea50be","53","3","10","30","11","31","0.967742","1","late","essential","True","16\sqrt{3}","16 \sqrt{3}","completed","315","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-76b2b2177dea50be|placebo4|step2","prm-76b2b2177dea50be","53","4","2","35","11","31","1.129032","1","late","essential","True","16\sqrt{3}","16 \sqrt{3}","completed","305","The candidate answer 16\sqrt{3} is mathematically equivalent to the reference answer 16 \sqrt{3}.","qwen/qwen3-8b"
"prm-aca8e5373e4b0749|placebo1|step1","prm-aca8e5373e4b0749","54","1","1","44","3","53","0.830189","1","middle","essential","False","\boxed{\sqrt{13}}","4","completed","153","The smallest positive real number $C$ is 4, not $\sqrt{13}$.","qwen/qwen3-8b"
"prm-aca8e5373e4b0749|placebo2|step2","prm-aca8e5373e4b0749","54","2","2","58","3","53","1.09434","1","middle","essential","False","\boxed{\sqrt{13}}","4","completed","138","The candidate answer is \boxed{\sqrt{13}} which is not equal to the reference answer 4.","qwen/qwen3-8b"
"prm-aca8e5373e4b0749|placebo3|step5","prm-aca8e5373e4b0749","54","3","5","54","3","53","1.018868","1","middle","essential","False","2","4","completed","255","The candidate answer is incorrect; the correct value is 4, not 2.","qwen/qwen3-8b"
"prm-5145212ea7e026b0|placebo1|step3","prm-5145212ea7e026b0","56","1","3","36","6","41","0.878049","-1","late","harmful","True","2","2","completed","251","Both answers are equal to 2.","qwen/qwen3-8b"
"prm-5145212ea7e026b0|placebo2|step2","prm-5145212ea7e026b0","56","2","2","40","6","41","0.97561","-1","late","harmful","True","2","2","completed","208","Both answers are equal to 2.","qwen/qwen3-8b"
"prm-5145212ea7e026b0|placebo3|step1","prm-5145212ea7e026b0","56","3","1","40","6","41","0.97561","-1","late","harmful","True","2","2","completed","219","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-84a947c7d146af3f|placebo1|step11","prm-84a947c7d146af3f","57","1","11","51","10","47","1.085106","0","middle","essential","True","0.15","0.15","completed","209","Both answers are equal to 0.15.","qwen/qwen3-8b"
"prm-0e94635dc190f6f1|placebo1|step6","prm-0e94635dc190f6f1","58","1","6","25","14","26","0.961538","0","middle","redundant","True","203","203","completed","461","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-0e94635dc190f6f1|placebo2|step0","prm-0e94635dc190f6f1","58","2","0","31","14","26","1.192308","0","middle","redundant","False","217","203","completed","221","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-0e94635dc190f6f1|placebo3|step17","prm-0e94635dc190f6f1","58","3","17","21","14","26","0.807692","0","middle","redundant","True","203","203","completed","550","The candidate answer 203 is mathematically equivalent to the reference answer 203.","qwen/qwen3-8b"
"prm-0e94635dc190f6f1|placebo4|step21","prm-0e94635dc190f6f1","58","4","21","29","14","26","1.115385","0","middle","redundant","True","203","203","completed","548","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-0638bc02d0338441|placebo1|step20","prm-0638bc02d0338441","59","1","20","33","12","38","0.868421","1","middle","essential","False","3","2","completed","465","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-0638bc02d0338441|placebo2|step13","prm-0638bc02d0338441","59","2","13","37","12","38","0.973684","1","middle","essential","True","2","2","completed","420","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-0638bc02d0338441|placebo3|step8","prm-0638bc02d0338441","59","3","8","41","12","38","1.078947","1","middle","essential","True","2","2","completed","502","The candidate answer 2 is mathematically equivalent to the reference answer 2.","qwen/qwen3-8b"
"prm-0638bc02d0338441|placebo4|step17","prm-0638bc02d0338441","59","4","17","34","12","38","0.894737","1","middle","essential","True","2","2","completed","312","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-f6029ddde78e932f|placebo1|step3","prm-f6029ddde78e932f","60","1","3","55","6","55","1","1","late","harmful","True","3","3","completed","160","The candidate answer 3 is mathematically equivalent to the reference answer 3.","qwen/qwen3-8b"
"prm-6d0334ee1141425e|placebo1|step3","prm-6d0334ee1141425e","61","1","3","19","9","23","0.826087","0","late","essential","True","\sqrt{53}","\sqrt{53}","completed","140","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-6d0334ee1141425e|placebo2|step10","prm-6d0334ee1141425e","61","2","10","19","9","23","0.826087","0","late","essential","True","\sqrt{53}","\sqrt{53}","completed","93","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-6d0334ee1141425e|placebo3|step5","prm-6d0334ee1141425e","61","3","5","23","9","23","1","0","late","essential","True","\sqrt{53}","\sqrt{53}","completed","316","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-6d0334ee1141425e|placebo4|step7","prm-6d0334ee1141425e","61","4","7","22","9","23","0.956522","0","late","essential","True","\sqrt{53}","\sqrt{53}","completed","437","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-55db6c6b79c6e553|placebo1|step5","prm-55db6c6b79c6e553","63","1","5","16","10","17","0.941176","1","late","redundant","True","$\binom{8}{4} \times \binom{6}{1} + \binom{8}{3} \times \binom{6}{2} + \binom{8}{2} \times \binom{6}{3} + \binom{8}{1} \times \binom{6}{4} = 70 \times 6 + 56 \times 15 + 28 \times 20 + 8 \times 15 = 420 + 840 + 560 + 120 = 1940$","1940","completed","300","The candidate answer correctly computes the value 1940, matching the reference answer.","qwen/qwen3-8b"
"prm-768b381d1efb643a|placebo1|step8","prm-768b381d1efb643a","65","1","8","27","5","27","1","-1","middle","harmful","True","1","1","completed","146","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-768b381d1efb643a|placebo2|step0","prm-768b381d1efb643a","65","2","0","31","5","27","1.148148","-1","middle","harmful","True","1","1","completed","112","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-768b381d1efb643a|placebo3|step3","prm-768b381d1efb643a","65","3","3","31","5","27","1.148148","-1","middle","harmful","True","1","1","completed","64","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-768b381d1efb643a|placebo4|step9","prm-768b381d1efb643a","65","4","9","24","5","27","0.888889","-1","middle","harmful","True","1","1","completed","115","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-a540f461a25e3009|placebo1|step8","prm-a540f461a25e3009","67","1","8","20","10","22","0.909091","1","late","redundant","True","$15x - 80$","15x - 80","completed","118","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-a540f461a25e3009|placebo2|step11","prm-a540f461a25e3009","67","2","11","26","10","22","1.181818","1","late","redundant","True","15x - 80","15x - 80","completed","80","The candidate answer is mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-a540f461a25e3009|placebo3|step3","prm-a540f461a25e3009","67","3","3","24","10","22","1.090909","1","late","redundant","True","15x - 80","15x - 80","completed","142","The candidate answer is algebraically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-a540f461a25e3009|placebo4|step7","prm-a540f461a25e3009","67","4","7","24","10","22","1.090909","1","late","redundant","True","15x - 80","15x - 80","completed","108","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-70a8ec8eb124a0b7|placebo1|step8","prm-70a8ec8eb124a0b7","68","1","8","49","2","55","0.890909","-1","early","harmful","False","67^c","55^\circ","completed","137","The candidate answer is not mathematically equivalent to the reference answer.","qwen/qwen3-8b"
"prm-32376b54c0a0b41a|placebo1|step10","prm-32376b54c0a0b41a","69","1","10","24","9","22","1.090909","1","late","essential","True","\boxed{\dfrac{33}{100}}","\dfrac{33}{100}","completed","148","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-decee9499f5fb0d7|placebo1|step0","prm-decee9499f5fb0d7","70","1","0","24","9","24","1","-1","late","harmful","True","$4343_6$","4343_6","completed","184","The candidate answer $4343_6$ is mathematically equivalent to the reference answer 4343_6.","qwen/qwen3-8b"
"prm-decee9499f5fb0d7|placebo2|step3","prm-decee9499f5fb0d7","70","2","3","28","9","24","1.166667","-1","late","harmful","True","$4343_6$","4343_6","completed","220","The base six equivalent of $999_{10}$ is $4343_6$, which matches the reference answer.","qwen/qwen3-8b"
"prm-decee9499f5fb0d7|placebo3|step5","prm-decee9499f5fb0d7","70","3","5","27","9","24","1.125","-1","late","harmful","False","$4333_6$","4343_6","completed","181","The candidate answer is $4333_6$ which is not equal to the reference answer $4343_6$.","qwen/qwen3-8b"
"prm-decee9499f5fb0d7|placebo4|step7","prm-decee9499f5fb0d7","70","4","7","25","9","24","1.041667","-1","late","harmful","True","$4343_6$","4343_6","completed","154","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-059a20c710a38a1d|placebo1|step1","prm-059a20c710a38a1d","71","1","1","26","8","23","1.130435","0","middle","redundant","True","4","4","completed","151","Both answers are equal to 4.","qwen/qwen3-8b"
"prm-059a20c710a38a1d|placebo2|step2","prm-059a20c710a38a1d","71","2","2","21","8","23","0.913043","0","middle","redundant","True","4","4","completed","129","Both answers are equal to 4.","qwen/qwen3-8b"
"prm-059a20c710a38a1d|placebo3|step6","prm-059a20c710a38a1d","71","3","6","23","8","23","1","0","middle","redundant","True","4","4","completed","178","The candidate answer matches the reference answer.","qwen/qwen3-8b"
"prm-059a20c710a38a1d|placebo4|step7","prm-059a20c710a38a1d","71","4","7","21","8","23","0.913043","0","middle","redundant","True","4","4","completed","165","Both answers are equal to 4.","qwen/qwen3-8b"
"prm-7b9dea52f656c0bc|placebo1|step3","prm-7b9dea52f656c0bc","72","1","3","21","4","19","1.105263","1","middle","essential","True","23","23","completed","198","The candidate answer matches the reference answer.","qwen/qwen3-8b"
