"sampleId","displayOrder","run","rating","position","removableLabel","stepTypeLabel","controlCorrect","deletedCorrect","transition","controlTokens","deletedTokens","tokensSaved","controlStatus","deletedStatus","controlFinalAnswer","deletedFinalAnswer","groundTruthAnswer","controlJudgeReason","deletedJudgeReason"
"prm-da9a80d73183841e","404","3","0","early","yes","redundant","False","True","wrong_to_correct","2048","351","1697","cannot_continue","completed","","3","3","No candidate final answer was produced.","The candidate answer is mathematically equivalent to the reference answer."
"prm-4d125d919f106dbe","405","3","0","late","no","essential","True","True","still_correct","86","144","-58","completed","completed","137\frac{1}{2}","$137\frac{1}{2}$","137 \frac{1}{2}","$\sqrt{242} = 11\sqrt{2}$.","The candidate answer is mathematically equivalent to the reference answer."
"prm-b46df73b9c7f1dd9","406","3","-1","late","no","harmful","False","True","wrong_to_correct","152","139","13","completed","completed","\frac{4}{3}","\frac{3}{4}","\frac 34","The candidate answer does not match the reference answer.","The candidate answer \frac{3}{4} is mathematically equivalent to the reference answer \frac 34."
"prm-9ceaed5b974155d1","407","3","-1","middle","yes","redundant","True","True","still_correct","146","190","-44","completed","completed","ellipse","ellipse","\text{ellipse}","The candidate answer matches the reference answer.","The candidate answer is equivalent to the reference answer."
"prm-b61370dd7f97aa7c","408","3","1","early","no","essential","True","True","still_correct","230","292","-62","completed","completed","63","63","63","The candidate answer matches the reference answer.","Both answers are 63."
"prm-158ef0683bb8bf70","409","3","-1","late","yes","harmful","True","True","still_correct","154","154","0","completed","completed","11","11","11","The candidate answer matches the reference answer.","The candidate answer 11 is mathematically equivalent to the reference answer 11."
"prm-c95d41ec650cb773","410","3","-1","middle","yes","harmful","True","True","still_correct","86","126","-40","completed","completed","4","4","4","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-762ceff54735d7f1","411","3","0","middle","yes","redundant","True","True","still_correct","96","141","-45","completed","completed","60","60","60","The candidate answer matches the reference answer.","The product 10 × 15 × 24 is 3600, and the positive square root of 3600 is 60."
"prm-e9f04531a844d980","412","3","-1","late","no","harmful","False","True","wrong_to_correct","82","85","-3","completed","completed","$4201_5$","$4210_5$","4210_{5}","The candidate answer is incorrect; the correct representation of $555_{10}$ in base $5$ is $4210_5$.","Algebraically equivalent form with harmless formatting differences."
"prm-9db27c5e8855d8c2","413","3","-1","late","yes","harmful","True","True","still_correct","462","234","228","completed","completed","16","The minimum value is $16$","16","Both answers are the same.","The candidate answer matches the reference answer."
"prm-08169263b46b6a22","414","3","1","middle","no","essential","True","True","still_correct","198","274","-76","completed","completed","0.15","0.15","0.15","The candidate answer matches the reference answer.","The candidate answer 0.15 is mathematically equivalent to the reference answer 0.15."
"prm-5636d3dc1eb6633f","415","3","-1","middle","no","harmful","True","True","still_correct","125","213","-88","completed","completed","11111111100","11111111100","11,\! 111,\! 111,\! 100","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-c502b3dc0f88dfaf","416","3","-1","early","yes","harmful","False","True","wrong_to_correct","328","117","211","completed","completed","\boxed{\frac{14}{5}}","\frac{14}{3}","\frac{14}{3}","The reference answer is \frac{14}{3}, but the candidate answer is \boxed{\frac{14}{5}}.","The candidate answer matches the reference answer."
"prm-e340bad68ddf9e2d","418","3","0","late","yes","redundant","True","True","still_correct","52","59","-7","completed","completed","0","0","0","The candidate answer matches the reference answer.","The candidate answer is correct. The remainder of 2004 divided by 12 is 0."
"prm-f8d5e2b8c3ae4947","419","3","0","late","yes","redundant","True","True","still_correct","83","64","19","completed","completed","1.25","1.25","1.25","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-32cacde29c588ce5","420","3","1","late","no","essential","True","True","still_correct","66","91","-25","completed","completed","-9","-9","-9","The candidate answer is correct. The minimum possible value of the expression is -9.","The candidate answer is mathematically equivalent to the reference answer."
"prm-78bd280e7dee8d22","421","3","1","middle","yes","redundant","True","True","still_correct","213","249","-36","completed","completed","11\sqrt{2}","11\sqrt{2}","11\sqrt2","$\sqrt{242} = 11\sqrt{2}$.","The candidate answer is mathematically equivalent to the reference answer."
"prm-090c92a536a6f7cf","424","3","0","early","yes","redundant","False","True","wrong_to_correct","386","520","-134","completed","completed","1","21","21","The greatest common divisor of 3339, 2961, and 1491 is 21, but the candidate answer is 1.","Both answers are equal."
"prm-2ec389700747f531","425","3","0","late","yes","redundant","True","True","still_correct","112","119","-7","completed","completed","129","129","129","The candidate answer matches the reference answer.","The candidate answer 129 is mathematically equivalent to the reference answer 129."
"prm-c95bf35f36e49166","426","3","0","late","yes","redundant","True","True","still_correct","56","55","1","completed","completed","7","7","7","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-dba05e0cd479b592","427","3","-1","middle","no","harmful","False","True","wrong_to_correct","349","356","-7","completed","completed","The largest possible value of $|a| + |b| + |c|$ is $2 + rac{1}{2} + rac{1}{2} = 3$.","17","17","The candidate answer is incorrect. The correct value is 17, not 3.","The reference answer and candidate answer are both 17."
"prm-4f0a1eb97f47668a","429","3","1","late","yes","redundant","True","True","still_correct","153","69","84","completed","completed","2","2","2","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-c1d4d174440821f2","431","3","0","late","no","essential","True","False","correct_to_wrong","264","369","-105","completed","completed","$AF^2 + BF^2 + CF^2 = rac{1}{3}(a^2 + b^2 + c^2) + rac{1}{3}(9R^2 - a^2 - b^2 - c^2) = 3R^2$","$AF^2 + BF^2 + CF^2 = rac{1}{3}(a^2 + b^2 + c^2) + 3R^2$","3R^2","The candidate answer matches the reference answer.","The candidate answer is not mathematically equivalent to the reference answer."
"prm-43a5c71b96bc6a02","432","3","-1","middle","yes","harmful","True","False","correct_to_wrong","174","697","-523","completed","completed","24","$p(0) + p(4) = 144$","24","Both the reference answer and candidate answer are 24.","The candidate answer is not numerically equivalent to the reference answer."
"prm-359b37145eea0ad1","433","3","1","middle","yes","redundant","True","True","still_correct","518","384","134","completed","completed","6","6","6","The candidate answer matches the reference answer.","Both answers are equal to 6."
"prm-b22345a73912d695","434","3","1","middle","no","essential","True","True","still_correct","297","258","39","completed","completed","-1","-1","-1","The candidate answer matches the reference answer.","The candidate answer is correct. The value of the expression is -1."
"prm-70a2e3a4f8362a3d","435","3","1","middle","no","harmful","True","True","still_correct","125","139","-14","completed","completed","\boxed{\frac{2}{3}}","\boxed{\frac{2}{3}}","\frac{2}{3}","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-a7ee94dec2e0a9cc","436","3","-1","late","yes","harmful","True","True","still_correct","190","157","33","completed","completed","\frac{5}{13}","\frac{5}{13}","\frac{5}{13}","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-62cd37cf091fe105","437","3","1","early","yes","redundant","True","True","still_correct","228","253","-25","completed","completed","The number of trailing zeros in $42!$ is $\left\lfloor \frac{42}{5} \right\rfloor + \left\lfloor \frac{42}{25} \right\rfloor = 8 + 1 = 9$","9","9","The candidate answer correctly calculates the number of trailing zeros in 42! using the formula and arrives at the correct result of 9.","The candidate answer is mathematically equivalent to the reference answer."
